article_id,article_type_id,Experimental/observational,Study type,Harmonized_study type,Location,Region,Longhurst province,Habitat type_harmonized,Seasonality_harmonized,Trawling gear type_harmonized,Latitude_study_site,Longitude_study_site,Water depth (m),Sample core depth slice,Response variable,Mean_After_control,Term_var_After_control,Value_var_After_control,SD_After_control,n_After_control,Mean_Before_control,Term_var_Before_control,Value_var_Before_control,SD_Before_control,n_Before_control,Mean_Before_impact,Term_var_Before_impact,Value_var_Before_impact,SD_Before_impact,n_Before_impact,Mean_After_impact,Term_var_After_impact,Value_var_After_impact,SD_After_impact,n_After_impact,Time since trawl (days),Trawling effort_numerical_harmonized,Trawling effort_units_harmonized,Trawling_effort_GFW,Time since first disturbance (years),Historically fished,Model_Chl_bottom (mg/m3),Model_Current_velocity (m/s),Model_Dissolved_Oxygen (mol/m3), Model_NO3_bottom (mol/m3),Model_PO4_bottom (mol/m3),Model_Sal_bottom,Model_Silicate_bottom (mol/m3),Model_Temp_bottom,Model_NPP_surface (g/m3/day),dist_shore (m)
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,55,0-1,Lipids,0.017924088,SE,0.013443066,0.023284074,3,0.063681128,SE,0.047760846,0.082724212,3,0.385099159,SE,0.288824369,0.500258482,3,0.052805984,SE,0.039604488,0.068596985,3,1,,,281.17099,,1,0.21087925,0.0176595,241.688427,0.0627695,0.0871375,38.574087,5.67516375,15.2000955,0.011139,26213.0996
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,55,0-1,Carbohydrates,1.196879111,SE,0.478751644,0.829222172,3,0.453222795,SE,0.181289118,0.314001963,3,3.092250305,SE,1.236900122,2.142373855,3,1.989753386,SE,0.795901354,1.378541584,3,1,,,281.17099,,1,0.21087925,0.0176595,241.688427,0.0627695,0.0871375,38.574087,5.67516375,15.2000955,0.011139,26213.0996
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,TOC,0.53,SD,0.04,0.04,3,0.29,SD,0.11,0.11,3,0.98,SD,0.03,0.03,3,0.94,SD,0.07,0.07,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Phaeopigments,3.23,SD,0.21,0.21,3,1.28,SD,0.16,0.16,3,6.95,SD,0.64,0.64,3,7.03,SD,1.4,1.4,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Phytopigments,6.69,SD,0.354541958,0.354541958,3,17.5,SD,4.368523778,4.368523778,3,6.94,SD,0.380131556,0.380131556,3,13.78,SD,1.256900951,1.256900951,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Chl-a,1.22,SE,0.07,0.121243557,3,0.39,SE,0.05,0.08660254,3,4.31,SE,1.11,1.922576396,3,4.88,SE,0.97,1.680089283,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,TN,0.07,SD,0.02,0.02,3,0.05,SD,0.01,0.01,3,0.11,SD,0.01,0.01,3,0.12,SD,0.01,0.01,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Algal fraction of BPC,8.01846999,SD,,67.46051902,3,24.22088757,SD,31.1507786,31.1507786,6,10.00895735,SD,13.67917275,13.67917275,6,0.072442057,SD,,0.080057231,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Biopolymeric C (BPC),0.99,SE,0.26,0.45033321,3,0.4,SE,0.11,0.190525589,3,2.67,SE,0.72,1.247076581,3,1.62,SE,0.43,0.744781847,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Proteins,1.017853031,SD,0.498747985,0.498747985,3,0.345571558,SD,0.169330064,0.169330064,3,1.575896734,SD,0.772189399,0.772189399,3,1.950722972,SD,0.955854256,0.955854256,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Lipids,0.017924088,SE,0.013443066,0.023284074,3,0.063681128,SE,0.047760846,0.082724212,3,0.440998705,SE,0.330749029,0.572874122,3,0.063895385,SE,0.047921539,0.08300254,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,64,0-1,Carbohydrates,1.196879111,SE,0.478751644,0.829222172,3,0.453222795,SE,0.181289118,0.314001963,3,3.920866726,SE,1.56834669,2.716456152,3,1.532280865,SE,0.612912346,1.061595324,3,1,,,132.044006,,1,0.2365635,0.018751,238.142159,0.14523775,0.0917963,38.6503925,5.5411511,14.9922986,0.00843655,42333.3984
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,TOC,0.53,SD,0.04,0.04,3,0.29,SD,0.11,0.11,3,0.99,SD,0.07,0.07,3,1.01,SD,0.04,0.04,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Phaeopigments,3.23,SD,0.21,0.21,3,1.28,SD,0.16,0.16,3,6.24,SD,0.37,0.37,3,6.67,SD,0.49,0.49,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Phytopigments,6.69,SD,0.354541958,0.354541958,3,17.5,SD,4.368523778,4.368523778,3,6.63,SD,0.672383819,0.672383819,3,10.71,SD,0.744580419,0.744580419,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Chl-a,1.22,SE,0.07,0.121243557,3,0.39,SE,0.05,0.08660254,3,2.21,SE,0.37,0.640858799,3,3.02,SE,0.27,0.467653718,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,TN,0.07,SD,0.02,0.02,3,0.05,SD,0.01,0.01,3,0.14,SD,0,0,3,0.11,SD,0,0,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Algal fraction of BPC,8.01846999,SD,,2.831690306,3,24.22088757,SD,31.1507786,31.1507786,6,10.91572891,SD,8.763385676,8.763385676,6,0.076727279,SD,,0.08479292,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Biopolymeric C (BPC),0.99,SE,0.26,0.45033321,3,0.4,SE,0.11,0.190525589,3,2.56,SE,0.69,1.195115057,3,2.34,SE,0.63,1.091192009,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Proteins,1.017853031,SD,0.498747985,0.498747985,3,0.345571558,SD,0.169330064,0.169330064,3,1.509557447,SD,0.739683149,0.739683149,3,2.737072913,SD,1.341165727,1.341165727,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Lipids,0.017924088,SE,0.013443066,0.023284074,3,0.063681128,SE,0.047760846,0.082724212,3,0.418639172,SE,0.313979379,0.543828237,3,0.147193122,SE,0.110394841,0.191209474,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate winter,Otter Trawl,40.225,22.79166667,51,0-1,Carbohydrates,1.196879111,SE,0.478751644,0.829222172,3,0.453222795,SE,0.181289118,0.314001963,3,3.774243288,SE,1.509697315,2.614872454,3,2.220502808,SE,0.888201123,1.538409473,3,1,,,183.604004,,1,0.2027485,0.0195712,242.434719,0.0667495,0.0928735,38.5132998,5.877099,15.758146,0.00755075,53257.6016
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,TOC,0.49,SD,0.16,0.16,3,0.29,SD,0.11,0.11,3,1.2,SD,0.03,0.03,3,1.4,SD,0.08,0.08,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Phaeopigments,2.72,SD,0.87,0.87,3,1.28,SD,0.16,0.16,3,8.28,SD,0.34,0.34,3,12.29,SD,1.59,1.59,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Phytopigments,7.12,SD,0.827042925,0.827042925,3,17.5,SD,4.368523778,4.368523778,3,14.01,SD,0.914056891,0.914056891,3,7.87,SD,0.297489496,0.297489496,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Chl-a,0.74,SE,0.11,0.190525589,3,0.39,SE,0.05,0.08660254,3,2.21,SE,0.67,1.160474041,3,4.44,SE,0.9,1.558845727,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,TN,0.06,SD,0.01,0.01,3,0.05,SD,0.01,0.01,3,0.16,SD,0,0,3,0.17,SD,0.01,0.01,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,TOC/TN,8.82,SD,1.63,1.63,3,6.81,SD,0.8,0.8,3,8.44,SD,0.14,0.14,3,9.61,SD,1.42,1.42,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Algal fraction of BPC,13.03385989,SD,18.31770693,18.31770693,6,24.22088757,SD,31.1507786,31.1507786,6,7.028674117,SD,8.639705996,8.639705996,6,5.880603031,SD,7.181722165,7.181722165,6,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Biopolymeric C (BPC),1.21,SE,0.32,0.554256258,3,0.4,SE,0.11,0.190525589,3,3.2,SE,0.9,1.558845727,3,4.11,SE,1.07,1.853294364,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Proteins,1.027489222,SD,0.503469719,0.503469719,3,0.345571558,SD,0.169330064,0.169330064,3,1.696776978,SD,0.831420719,0.831420719,3,4.45294677,SD,2.181943918,2.181943918,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Lipids,0.071063687,SE,0.053297765,0.092314438,3,0.063681128,SE,0.047760846,0.082724212,3,0.750736195,SE,0.563052146,0.975234925,3,0.067485745,SE,0.050614309,0.087666554,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,30,0-1,Carbohydrates,1.642315465,SE,0.656926186,1.137829531,3,0.453222795,SE,0.181289118,0.314001963,3,4.509544026,SE,1.80381761,3.124303749,3,4.697610107,SE,1.879044043,3.254599752,3,1,,,0,,1,0.2105755,0.0136868,244.765598,0.03403525,0.1226235,38.036148,7.30120575,17.8789672,0.01343075,4042.87012
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,TOC,0.49,SD,0.16,0.16,3,0.29,SD,0.11,0.11,3,1.01,SD,0.03,0.03,3,1.15,SD,0.14,0.14,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Phaeopigments,2.72,SD,0.87,0.87,3,1.28,SD,0.16,0.16,3,9.1,SD,0.5,0.5,3,7.26,SD,1.69,1.69,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Phytopigments,7.12,SD,0.827042925,0.827042925,3,17.5,SD,4.368523778,4.368523778,3,10.13,SD,0.339116499,0.339116499,3,6.16,SD,0.687968023,0.687968023,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Chl-a,0.74,SE,0.11,0.190525589,3,0.39,SE,0.05,0.08660254,3,5.18,SE,2.12,3.671947712,3,5.76,SE,1.08,1.870614872,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,TN,0.06,SD,0.01,0.01,3,0.05,SD,0.01,0.01,3,0.16,SD,0.01,0.01,3,0.14,SD,0.01,0.01,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,TOC/TN,8.82,SD,1.63,1.63,3,6.81,SD,0.8,0.8,3,7.64,SD,0.24,0.24,3,9.79,SD,0.35,0.35,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Algal fraction of BPC,13.03385989,SD,18.31770693,18.31770693,6,24.22088757,SD,31.1507786,31.1507786,6,11.70781641,SD,16.35920061,16.35920061,6,6.090877838,SD,8.037780118,8.037780118,6,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Biopolymeric C (BPC),1.21,SE,0.32,0.554256258,3,0.4,SE,0.11,0.190525589,3,2.9,SE,0.81,1.402961154,3,2.98,SE,0.78,1.35099963,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Proteins,1.027489222,SD,0.503469719,0.503469719,3,0.345571558,SD,0.169330064,0.169330064,3,1.950438862,SD,0.955715042,0.955715042,3,3.179317064,SD,1.557865361,1.557865361,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Lipids,0.071063687,SE,0.053297765,0.092314438,3,0.063681128,SE,0.047760846,0.082724212,3,0.56596187,SE,0.424471402,0.735206035,3,0.058680522,SE,0.044010392,0.076228235,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,41,0-1,Carbohydrates,1.642315465,SE,0.656926186,1.137829531,3,0.453222795,SE,0.181289118,0.314001963,3,3.805823344,SE,1.522329338,2.636751759,3,3.457501173,SE,1.383000469,2.39542708,3,1,,,0,,1,0.18256595,0.0157439,246.533766,0.02230135,0.09886775,38.3079028,6.3327582,16.2024708,0.0136962,11666.7002
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,55,0-1,TOC,0.49,SD,0.16,0.16,3,0.29,SD,0.11,0.11,3,0.84,SD,0.03,0.03,3,0.89,SD,0.03,0.03,3,1,,,281.17099,,1,0.21087925,0.0176595,241.688427,0.0627695,0.0871375,38.574087,5.67516375,15.2000955,0.011139,26213.0996
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,55,0-1,Phaeopigments,2.72,SD,0.87,0.87,3,1.28,SD,0.16,0.16,3,6.14,SD,0.41,0.41,3,5.84,SD,0.45,0.45,3,1,,,281.17099,,1,0.21087925,0.0176595,241.688427,0.0627695,0.0871375,38.574087,5.67516375,15.2000955,0.011139,26213.0996
132,132,Observational,Before After Control Impact,Comparative trawl vs control,"Thermaikos Gulf, North Aegean Sea",Aegean Sea,Mediterranean Sea,Shallow silt,Temperate autumn,Otter Trawl,40.225,22.79166667,55,0-1,Phytopigments,7.12,SD,0.827042925,0.827042925,3,17.5,SD,4.368523778,4.368523778,3,7.74,SD,0.344963766,0.344963766,3,5.91,SD,0.288617394,0.288617394,3,1,,,281.17099,,1,0.21087925,0.0176595,241.688427,0.0627695,0.0871375,38.574087,5.67516375,15.2000955,0.011139,26213.0996
